group,subgroup,shap value,cluster,type
Houses with floor of dirt,class 1,0.21331763199999998,non,dengue
Houses without electricity,class 1,0.020682973,non,chkk
Houses without sewage,class 0,0.49833483100000003,all,dengue
Houses with floor of dirt,class 1,0.234185731,non,dengue
Houses without toilet,class 0,0.456222567,all,zika
Houses without sewage,class 0,0.046481932999999996,non,zika
Mean Min Temp,class 0,0.258187851,all,zika
Min mm/day,class 1,0.001,all,chkk
Houses without water pipelines,class 1,0.365319121,all,chkk
Mean Min Temp,class 0,0.479830294,non,dengue
Houses without toilet,class 1,1.196741979,non,zika
Illiteracy,class 0,0.48845598,non,dengue
Mean Temp,class 0,0.065529143,non,zika
Houses without electricity,class 1,0.044970574000000006,non,chkk
Mean Max Temp,class 0,0.49393352,all,dengue
Houses without electricity,class 0,0.562271921,non,zika
Houses without electricity,class 0,0.553235083,non,zika
Mean Min Temp,class 1,0.02,non,chkk
Mean mm/day,class 1,0.212569275,all,chkk
Mean Min Temp,class 1,0.444307809,non,dengue
Altitude,class 1,0.001,all,zika
Houses without sewage,class 1,0.211162719,non,chkk
Houses without electricity,class 0,0.104550615,all,zika
Max mm/day,class 1,0.02,non,chkk
Illiteracy,class 0,0.6986779059999999,all,dengue
Min mm/day,class 1,0.001,all,dengue
Max mm/day,class 0,0.22000105600000003,all,zika
Mean mm/day,class 0,0.433576029,non,dengue
Mean Temp,class 1,0.18727949600000002,all,chkk
Max mm/day,class 0,0.371965781,non,dengue
Mean mm/day,class 1,0.302052456,all,dengue
Houses without electricity,class 0,0.067670812,all,zika
Houses without electricity,class 0,0.032577159,non,chkk
Max mm/day,class 0,0.319422624,all,dengue
Min mm/day,class 1,0.004669149,all,chkk
Max mm/day,class 0,0.20410435300000002,all,zika
Max mm/day,class 1,0.034366481000000004,non,chkk
Population without health services,class 0,0.8260843459999999,all,zika
Mean Max Temp,class 0,0.20916304800000002,non,zika
Mean mm/day,class 1,0.38746685299999994,non,zika
Houses without toilet,class 1,0.2309045,all,chkk
Population without health services,class 1,0.393751085,non,zika
Population without health services,class 0,0.7594350059999999,non,dengue
Houses without water pipelines,class 0,0.42561888,non,zika
Mean mm/day,class 1,0.432854831,non,dengue
Population without health services,class 0,0.429986123,non,zika
Houses without toilet,class 1,0.8441280609999999,non,chkk
Houses without water pipelines,class 0,0.27102947899999996,non,dengue
Mean mm/day,class 1,0.400340061,non,chkk
Mean Min Temp,class 0,0.506830521,non,dengue
Mean Max Temp,class 1,0.909082776,non,chkk
Mean Min Temp,class 0,0.463084934,all,chkk
Min mm/day,class 0,0.026924828999999997,non,zika
Population without health services,class 0,0.336563905,non,chkk
Houses without sewage,class 1,0.200991007,non,chkk
Illiteracy,class 0,0.500122658,non,dengue
Mean Min Temp,class 0,0.36367349600000004,all,dengue
Illiteracy,class 0,0.6727766540000001,non,zika
Min mm/day,class 1,0.018512102,non,zika
Illiteracy,class 0,0.45352296200000003,non,dengue
Houses without toilet,class 1,0.849143935,non,chkk
Population without health services,class 1,0.339448177,all,dengue
Mean Min Temp,class 0,0.001,non,chkk
Houses with floor of dirt,class 1,0.546148695,non,chkk
Houses without toilet,class 1,0.443799448,all,zika
Population without health services,class 0,1.209687885,all,chkk
Mean mm/day,class 1,0.287581661,all,dengue
Houses without water pipelines,class 1,0.591603332,all,zika
Altitude,class 1,0.011435321000000002,non,dengue
Houses without toilet,class 1,0.49766637799999996,all,dengue
Illiteracy,class 1,0.51332805,non,dengue
Altitude,class 0,0.045959945999999995,non,zika
Altitude,class 0,0.02701998,all,zika
Houses with floor of dirt,class 1,0.553289806,non,chkk
Houses without electricity,class 0,0.120464965,all,zika
Illiteracy,class 1,0.68766546,all,dengue
Houses without sewage,class 0,0.183413634,non,chkk
Houses without toilet,class 0,1.1612698959999999,non,zika
Mean Max Temp,class 0,1.004336891,non,chkk
Min mm/day,class 1,0.001,non,dengue
Mean mm/day,class 1,0.191519004,all,chkk
Houses without sewage,class 1,0.511192026,non,dengue
Min mm/day,class 0,0.001,all,zika
Houses without toilet,class 0,0.437180168,non,dengue
Mean Min Temp,class 1,0.48778218100000004,non,dengue
Max mm/day,class 0,0.23928388399999997,all,zika
Houses without water pipelines,class 1,0.562370465,all,zika
Houses without electricity,class 0,0.413263704,all,dengue
Illiteracy,class 0,0.269090524,non,chkk
Mean Max Temp,class 0,0.22540075199999998,all,zika
Population without health services,class 0,1.2234692329999999,all,chkk
Houses with floor of dirt,class 0,0.159185187,all,zika
Illiteracy,class 1,0.7423877459999999,non,zika
Altitude,class 0,0.041376401,non,chkk
Mean mm/day,class 1,0.27467145800000003,all,dengue
Max mm/day,class 0,0.7627400040000001,non,zika
Houses without toilet,class 1,0.434415913,non,dengue
Houses without sewage,class 0,0.298374431,all,zika
Max mm/day,class 1,0.31671298,all,chkk
Houses without sewage,class 1,0.508253931,all,dengue
Houses without sewage,class 1,0.385323939,all,chkk
Mean mm/day,class 1,0.38737223600000004,non,dengue
Mean Max Temp,class 0,0.43188376100000003,all,dengue
Mean Max Temp,class 1,0.158759714,non,zika
Illiteracy,class 0,0.904918095,all,zika
Population without health services,class 1,0.377348405,non,chkk
Altitude,class 0,0.001,all,dengue
Altitude,class 1,0.001,all,dengue
Max mm/day,class 0,0.275542356,all,chkk
Illiteracy,class 0,0.688137187,all,dengue
Min mm/day,class 0,0.025539895,non,dengue
Houses without water pipelines,class 1,0.339904314,all,chkk
Mean Max Temp,class 1,0.270339712,non,dengue
Max mm/day,class 0,0.068454087,non,chkk
Houses without electricity,class 0,0.280229635,non,dengue
Houses without water pipelines,class 1,0.347269229,all,chkk
Houses without electricity,class 0,0.082343947,all,zika
Mean Temp,class 0,0.330157992,all,zika
Max mm/day,class 0,0.41004831399999997,non,dengue
Illiteracy,class 0,0.662928582,all,dengue
Houses without electricity,class 0,0.072361741,non,chkk
Houses without water pipelines,class 1,0.43167014299999995,all,dengue
Illiteracy,class 1,0.829874323,all,zika
Houses without sewage,class 0,0.305363197,all,zika
Mean Max Temp,class 0,0.6,all,chkk
Max mm/day,class 0,0.41581689899999996,non,dengue
Houses without toilet,class 0,1.138109613,non,zika
Min mm/day,class 0,0.045954965,all,zika
Min mm/day,class 1,0.001,all,dengue
Houses without toilet,class 1,0.22414072399999999,all,chkk
Min mm/day,class 0,0.014398232,non,zika
Illiteracy,class 0,0.283382839,non,chkk
Max mm/day,class 0,0.218088552,all,zika
Houses without electricity,class 1,0.009901043,non,chkk
Population without health services,class 0,1.221200788,all,chkk
Min mm/day,class 1,0.048680348,all,chkk
Mean mm/day,class 1,0.37878788,all,zika
Min mm/day,class 0,0.008056647,non,dengue
Mean Temp,class 1,0.7683770990000001,non,dengue
Min mm/day,class 1,0.022301025,non,dengue
Illiteracy,class 0,0.88976465,all,zika
Population without health services,class 0,0.82033778,all,zika
Altitude,class 0,0.001,non,chkk
Min mm/day,class 0,0.055291647,all,chkk
Houses without sewage,class 0,0.485902974,all,dengue
Min mm/day,class 1,0.049115901,all,dengue
Houses without electricity,class 0,0.10377710300000001,all,zika
Houses without electricity,class 0,0.43244582600000003,all,dengue
Houses without electricity,class 1,0.061313947,non,chkk
Illiteracy,class 0,0.7708739259999999,all,chkk
Max mm/day,class 0,0.214924455,all,zika
Altitude,class 0,0.055299029000000006,all,dengue
Houses without toilet,class 1,0.241486497,all,chkk
Population without health services,class 0,0.740353719,non,dengue
Houses without toilet,class 1,0.41470349700000003,non,dengue
Population without health services,class 0,0.44472540899999996,non,zika
Houses with floor of dirt,class 0,0.235039245,non,dengue
Houses without electricity,class 1,0.409372213,all,dengue
Houses without toilet,class 1,0.201164142,all,chkk
Mean Min Temp,class 0,0.001,non,chkk
Houses without electricity,class 1,0.082919888,all,zika
Population without health services,class 1,0.93623647,all,zika
Mean mm/day,class 0,0.416253155,non,dengue
Mean Min Temp,class 1,0.190738942,all,zika
Houses without electricity,class 0,0.073763991,all,zika
Mean Temp,class 0,0.108502628,all,dengue
Mean Max Temp,class 1,0.315652229,non,dengue
Mean Max Temp,class 0,0.48211935200000006,all,dengue
Houses without toilet,class 0,0.40071900200000005,all,chkk
Houses without water pipelines,class 1,0.34635838700000005,all,chkk
Houses without toilet,class 1,0.47396836700000006,all,dengue
Houses without sewage,class 0,0.44593365100000004,all,dengue
Houses without sewage,class 0,0.46,all,chkk
Houses without toilet,class 0,0.448720037,all,dengue
Min mm/day,class 0,0.029211875,non,chkk
Houses without electricity,class 0,0.600129672,all,chkk
Max mm/day,class 1,0.800960753,non,zika
Mean Max Temp,class 0,0.591100194,all,chkk
Houses without water pipelines,class 0,0.380295825,non,zika
Illiteracy,class 1,0.201001545,non,chkk
Illiteracy,class 0,0.48,non,dengue
Mean Temp,class 1,0.671935645,non,dengue
Houses with floor of dirt,class 0,0.201744985,all,zika
Population without health services,class 1,1.1750575429999999,all,chkk
Houses without water pipelines,class 0,0.326465522,all,chkk
Mean mm/day,class 1,0.382315192,non,zika
Altitude,class 1,0.0068529559999999995,all,dengue
Houses without electricity,class 1,0.6104651529999999,non,zika
Mean Temp,class 0,0.018254835,non,zika
Houses without water pipelines,class 0,0.593138505,all,zika
Houses without electricity,class 1,0.278231595,non,dengue
Mean Max Temp,class 0,0.58611602,all,chkk
Houses without toilet,class 0,0.450614918,all,dengue
Houses without electricity,class 0,0.580803331,non,zika
Population without health services,class 0,0.424101678,non,chkk
Max mm/day,class 1,0.004507968,non,chkk
Max mm/day,class 0,0.310773906,all,chkk
Mean Min Temp,class 1,0.444544489,all,chkk
Houses with floor of dirt,class 0,0.6196895379999999,all,dengue
Mean mm/day,class 0,0.39194269200000004,non,dengue
Mean Max Temp,class 0,0.6235783460000001,all,chkk
Mean Temp,class 1,0.204140095,all,chkk
Houses without water pipelines,class 0,0.13277424300000001,non,chkk
Mean mm/day,class 1,0.246112973,all,chkk
Houses without water pipelines,class 0,0.297473133,all,chkk
Houses without sewage,class 0,0.18911299399999998,non,chkk
Houses without sewage,class 1,0.527907737,non,dengue
Houses without water pipelines,class 1,0.400257221,all,dengue
Houses without electricity,class 1,0.410410678,all,dengue
Altitude,class 0,0.008194866,non,zika
Mean mm/day,class 1,0.410393167,non,dengue
Mean mm/day,class 0,0.297519771,all,dengue
Mean mm/day,class 1,0.273169698,all,dengue
Mean Max Temp,class 0,0.260431116,non,dengue
Min mm/day,class 0,0.04160571,all,dengue
Houses without sewage,class 0,0.014512843000000001,non,zika
Mean Max Temp,class 1,0.196989823,non,zika
Altitude,class 0,0.014202583999999999,non,zika
Houses without toilet,class 0,0.782094533,non,chkk
Houses without sewage,class 0,0.507025129,non,dengue
Houses without toilet,class 0,0.444949881,all,dengue
Mean Max Temp,class 1,0.18533759800000002,non,zika
Mean Min Temp,class 1,0.45204051100000003,all,chkk
Houses without electricity,class 0,0.147766651,all,zika
Illiteracy,class 0,0.900770065,all,zika
Illiteracy,class 0,0.711334933,non,zika
Houses without water pipelines,class 1,0.194140908,non,chkk
Max mm/day,class 1,0.407269645,non,dengue
Mean Temp,class 0,0.710945883,non,dengue
Min mm/day,class 1,0.00030098799999999997,all,chkk
Max mm/day,class 1,0.432228646,non,dengue
Houses without electricity,class 0,0.594073792,all,chkk
Illiteracy,class 0,0.26572048,non,chkk
Mean Max Temp,class 0,0.328322773,non,dengue
Houses without electricity,class 0,0.582687209,all,chkk
Altitude,class 0,0.00710246,all,dengue
Houses with floor of dirt,class 1,0.560507072,all,chkk
Mean Temp,class 0,0.097645008,all,chkk
Min mm/day,class 0,0.001,non,zika
Altitude,class 1,0.001,non,chkk
Houses without sewage,class 0,0.285622008,all,zika
Mean Temp,class 1,0.13484032099999999,all,dengue
Houses without electricity,class 0,0.404006,all,dengue
Houses without toilet,class 0,0.425309089,all,dengue
Min mm/day,class 1,0.051404592,all,zika
Min mm/day,class 0,0.033169741,non,chkk
Houses without sewage,class 1,0.395906184,all,chkk
Mean Temp,class 1,0.032750323,all,dengue
Houses without toilet,class 1,1.17385157,non,zika
Mean Temp,class 1,0.264608043,all,zika
Houses without electricity,class 1,0.305121476,non,dengue
Max mm/day,class 1,0.27747128600000004,all,chkk
Mean Temp,class 0,0.007717649,non,zika
Houses without electricity,class 1,0.498024701,all,chkk
Mean mm/day,class 0,0.370553951,non,chkk
Mean Max Temp,class 1,0.627468476,all,chkk
Houses without water pipelines,class 1,0.549731733,all,zika
Min mm/day,class 1,0.006874383,all,dengue
Houses without sewage,class 0,0.477873386,all,chkk
Houses without toilet,class 0,0.800763514,non,chkk
Houses without sewage,class 1,0.5734295460000001,all,dengue
Max mm/day,class 0,0.224204243,all,zika
Min mm/day,class 0,0.004401754,non,zika
Houses without sewage,class 0,0.016620235,non,zika
Altitude,class 1,0.001,all,dengue
Houses without electricity,class 0,0.53587914,non,zika
Population without health services,class 1,0.416468551,non,zika
Illiteracy,class 1,0.734879559,non,zika
Mean Max Temp,class 1,0.44219529700000004,all,dengue
Houses with floor of dirt,class 1,0.5531864120000001,all,chkk
Min mm/day,class 1,0.021028852,non,zika
Houses without sewage,class 1,0.530841387,all,dengue
Houses without electricity,class 1,0.443112271,all,chkk
Houses without electricity,class 1,0.587081117,non,zika
Mean Max Temp,class 1,0.47818808799999996,all,dengue
Max mm/day,class 1,0.402426047,non,dengue
Population without health services,class 1,0.421391269,non,zika
Max mm/day,class 1,0.7892525690000001,non,zika
Population without health services,class 0,0.398311013,all,dengue
Mean Temp,class 1,0.180708619,all,chkk
Houses with floor of dirt,class 0,0.46159675299999997,non,chkk
Houses without water pipelines,class 1,0.347997894,all,chkk
Population without health services,class 1,0.33504608,non,chkk
Mean Min Temp,class 1,0.379490275,all,dengue
Houses without water pipelines,class 0,0.27530075800000003,non,dengue
Houses without electricity,class 0,0.29532007600000004,non,dengue
Min mm/day,class 1,0.020490201,all,dengue
Mean Max Temp,class 0,0.659600097,all,chkk
Houses with floor of dirt,class 1,0.173317573,non,zika
Max mm/day,class 0,0.286456988,all,chkk
Population without health services,class 1,0.416041589,non,zika
Houses without toilet,class 0,0.500156988,all,zika
Houses without water pipelines,class 0,0.38420902100000004,all,dengue
Mean mm/day,class 0,0.304399303,all,dengue
Mean Max Temp,class 1,0.926611726,non,chkk
Population without health services,class 0,0.39237100799999997,non,chkk
Mean mm/day,class 1,0.400398584,non,zika
Houses with floor of dirt,class 0,0.227052568,non,dengue
Mean Max Temp,class 0,0.5850477270000001,all,chkk
Houses without electricity,class 1,0.012038535,non,chkk
Mean Max Temp,class 1,0.45014139799999997,all,dengue
Houses without toilet,class 1,0.8162155440000001,non,chkk
Mean Min Temp,class 1,0.40173923,all,chkk
Mean Max Temp,class 1,0.283008372,non,dengue
Houses without water pipelines,class 0,0.255276068,non,dengue
Houses without sewage,class 1,0.19342538399999998,non,chkk
Max mm/day,class 0,0.08,non,chkk
Houses without toilet,class 0,0.432554628,all,zika
Illiteracy,class 1,0.503480915,non,dengue
Mean Max Temp,class 1,0.192611575,all,zika
Mean mm/day,class 1,0.365094418,non,dengue
Mean Min Temp,class 0,0.48648987,non,dengue
Illiteracy,class 1,0.8492588390000001,all,chkk
Houses without water pipelines,class 1,0.519230186,all,dengue
Houses without sewage,class 1,0.028424975,non,zika
Mean Max Temp,class 1,0.909841549,non,chkk
Altitude,class 0,0.012520598999999999,all,dengue
Mean Max Temp,class 1,0.903142917,non,chkk
Houses with floor of dirt,class 0,0.203417953,non,zika
Mean mm/day,class 1,0.35737678100000003,all,zika
Min mm/day,class 0,0.023873714,non,chkk
Houses without water pipelines,class 1,0.392649381,all,dengue
Houses without sewage,class 0,0.44285468299999997,all,chkk
Houses without sewage,class 1,0.548045054,all,dengue
Altitude,class 0,0.044302558,non,chkk
Mean Max Temp,class 1,0.20494873600000002,all,zika
Altitude,class 0,0.106227655,all,chkk
Mean Max Temp,class 1,0.466618374,all,dengue
